"str_pred","func_pred","str_true","func_true"
0.00110490308864695,0.000272521976372123,0.000585776851019295,0.000216357040452715
0.00132137114754606,0.000335282002842932,0.000848300520156866,0.000310109785357575
0.00133801138110646,0.000366515734868157,0.000733093794168197,0.000350392478943313
0.00113949428231274,0.000359302340544135,0.000848337181950739,0.000323422280759951
0.00102363054904936,0.000259673692812736,0.000229515519862952,0.000161419053949677
0.00124372109402889,0.000330198314229181,0.000905075808727752,0.000381783031685172
0.00103301171632435,0.000228327911329311,0.000558417386512929,0.000238317638971159
0.00153704674806871,0.000377360180000792,0.000837284361233273,0.000332701386106269
0.00151145619840943,0.000468085250363468,0.00134434325507864,0.000500677051575623
0.00122598597373072,0.000349692497887456,0.00084454402035081,0.000330942361868285
0.00137078383725489,0.000401549114900369,0.000701258472130088,0.000324697896156064
0.00113835310109608,0.000317959004510785,0.000567937929194688,0.000251492450366526
0.00159517019888015,0.000503506224686527,0.00125152744208179,0.000474433331472754
0.0013616356180736,0.00037917012373104,0.00073357906975824,0.000321088092510781
0.00119924090689807,0.000315797889072436,0.000756155681594196,0.000305516787293503
0.00148451961357161,0.000346252567568974,0.00103629822639238,0.000414135486799987
0.00112171038369104,0.000296610957025315,0.000991949645435247,0.00033669971529895
0.00138255921124811,0.000411863869028086,0.000949620759275643,0.00034073474932917
0.00144701109428725,0.000404066778951651,0.000771971513356363,0.000350743710326075
0.00111834610153405,0.000314374034343473,0.000821604608130281,0.000374144310446062
0.00108776656042374,0.000280599894487754,0.000798897525683278,0.000286814396432657
0.00117904044128012,0.000306056818572464,0.00080525277475886,0.00030688327395772
0.00130587970188345,0.000364367435229516,0.000738360497519807,0.000265828617841606
0.00118233047674507,0.000329525537638673,0.00078070094410868,0.000320582630830742
0.000987829162351082,0.000245606718054155,0.00117157135907352,0.000346200408885233
0.00111146076030551,0.00027432472915025,0.00075465490606412,0.000320990484751598
0.00188632056663474,0.000461419418284319,0.00112078886654032,0.000382620934568437
0.00107857160675562,0.000293896827036665,0.000742941064948793,0.000251823157304272
0.00116342528358324,0.000294370778182313,0.000564647493157992,0.000291210429221919
0.00108392198376137,0.000362383448781289,0.000932750441705204,0.000335009638902332
0.00107338168070196,0.00030996153457469,0.000621826152467378,0.000247554876580296
0.00112932871037112,0.000298917301058839,0.000909823337197593,0.000386366622230349
0.00104995047429439,0.000276840812372127,0.00121482997244322,0.000444764027518592
0.00111041046335237,0.000290699686818668,0.000588576410827874,0.000245766522560003
0.00120398965099833,0.000297293377128036,0.000817692105091562,0.000304513772154861
0.00115654831237064,0.000293577264889578,0.000727570584230816,0.000328511148892494
0.00118179474991359,0.000298994425869987,0.000649086422539134,0.000275841614413246
0.00136066555770716,0.000453911082230879,0.00098935706975591,0.000359194585348768
0.00119837404789534,0.000317977736112039,0.000646881216810845,0.000255833320540595
0.000952300597880865,0.000272184362622074,0.000949958960289799,0.000375153652865603
0.0012500328930512,0.000370179686256429,0.000999749641806729,0.000424298170273186
0.000898672214669072,0.000238169762313239,0.000482470207038786,0.00023783713182726
0.0011195816264641,0.00026081210082304,0.000441120211299259,0.000163031805293922
0.00137182116831708,0.000316092456623949,0.00135080642964101,0.000443778243260638
0.00134470408982662,0.000329508925957713,0.000706155104979459,0.000296693122942663
0.00111071377083906,0.000279138719804757,0.000668904286388709,0.000254133675480536
0.00111121200822283,0.000308063732089512,0.000864491226714475,0.000341290910955347
0.00109603164381174,0.000272537096692394,0.00103816809844567,0.000416303890571676
0.00135936171706938,0.000352910287399342,0.000577876128504733,0.000241159141058909
0.00102044861892757,0.000287911629511389,0.000732409618401659,0.000290501187792108
0.0014202408387897,0.000348036946967717,0.0012238252908178,0.000464944647492122
0.00124744249927948,0.000353468039940589,0.000974540406856694,0.000361442789135962
0.00143145383784012,0.000330779130246084,0.000889111891519145,0.000346777193550293
0.00124307654865115,0.000310374156257453,0.00112409910114915,0.000372165370760642
0.00127838661616072,0.000335391858590006,0.000551285061276448,0.000245680629367189
0.00137284397490149,0.000397454115858348,0.000688420695439966,0.000323615086291507
0.00146642769973434,0.000392642985972045,0.00113077429875644,0.00045875319034811
0.00167028618981329,0.000457875600804767,0.00110241171099631,0.000475139462522659
0.00102458996388011,0.000280375792501222,0.000538446720181497,0.00021059092963855
0.00113362067976832,0.000330455978449117,0.00101087219077615,0.000391104901185772
0.0015063568440798,0.000468856827420251,0.00109873950348381,0.000368539336706623
0.00116851935508944,0.000288221535665572,0.000679641611569165,0.000310368189529575
0.00148714819435736,0.000412101875291719,0.000996294130371233,0.000407620895426957
0.00128669256196475,0.000312037783066656,0.000862171914845629,0.000355511322645016
0.00146296798555687,0.000365415262318321,0.000902413246206946,0.000365723082141514
0.00169060752562311,0.00047000888752139,0.00125394811557745,0.000504165888856292
0.000976132196260605,0.000260272780726242,0.00072220948026624,0.000263211608737053
